geometry_id,layer_type,point1_latitude,point1_longitude,scatter_radius,heatmap_weight,scatter_fill_color_hex,crash_severity,crash_severity_code,crash_year,fatal_count,serious_injury_count,minor_injury_count,pedestrian,bicycle,motorcycle,speed_limit,tooltip_html
crash_12255,scatter,-37.78261,175.2534,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,1,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12256,scatter,-37.779294,175.275371,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12257,scatter,-37.812578,175.282617,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,2,,0,0,60,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 2</span></div>
crash_12258,scatter,-37.803195,175.300307,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,2,,0,0,80,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 2</span></div>
crash_12259,scatter,-37.759511,175.247864,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12260,scatter,-37.786345,175.312649,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12261,scatter,-37.794816,175.247491,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12262,scatter,-37.783989,175.314222,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12263,scatter,-37.772456,175.269224,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12264,scatter,-37.777176,175.275408,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12265,scatter,-37.775937,175.279355,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12266,scatter,-37.793799,175.277906,25,4.0,#fb8861ee,Serious Crash,3,2002,0,1,1,,0,0,50,<div><strong>Serious Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 1 | Minor: 1</span></div>
crash_12267,scatter,-37.795246,175.269217,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12268,scatter,-37.739476,175.2621,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12269,scatter,-37.734018,175.221188,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,100,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 100 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12270,scatter,-37.779686,175.276087,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12271,scatter,-37.785401,175.280191,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12272,scatter,-37.800169,175.285847,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12273,scatter,-37.782803,175.314991,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12274,scatter,-37.80414,175.288343,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12275,scatter,-37.789419,175.310758,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12276,scatter,-37.770539,175.270528,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12277,scatter,-37.791043,175.290369,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12278,scatter,-37.780512,175.258457,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12279,scatter,-37.774797,175.284736,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12280,scatter,-37.757579,175.246171,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12281,scatter,-37.789116,175.28286,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12282,scatter,-37.775722,175.285355,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12283,scatter,-37.782582,175.289415,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12284,scatter,-37.804092,175.2885,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12285,scatter,-37.747772,175.240586,25,1.0,#51127cee,Non-Injury Crash,1,2001,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2001</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12286,scatter,-37.785437,175.271813,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,1,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12287,scatter,-37.745558,175.22521,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,100,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 100 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12288,scatter,-37.743125,175.229018,25,1.0,#51127cee,Non-Injury Crash,1,2001,0,0,0,,1,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2001</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12289,scatter,-37.83167,175.21816,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,100,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 100 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12290,scatter,-37.796041,175.280768,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12291,scatter,-37.782773,175.252849,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12292,scatter,-37.813427,175.282973,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12293,scatter,-37.784869,175.268548,25,1.0,#51127cee,Non-Injury Crash,1,2001,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2001</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12294,scatter,-37.754627,175.231236,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12295,scatter,-37.772344,175.294083,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12296,scatter,-37.782773,175.252849,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12297,scatter,-37.7828,175.269313,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12298,scatter,-37.808135,175.280288,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12299,scatter,-37.780569,175.249376,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12300,scatter,-37.782255,175.259192,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,1,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12301,scatter,-37.818947,175.226253,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12302,scatter,-37.781475,175.277709,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12303,scatter,-37.819848,175.282705,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,1,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12304,scatter,-37.779549,175.269203,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12305,scatter,-37.794821,175.267444,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12306,scatter,-37.793155,175.242433,25,1.0,#51127cee,Non-Injury Crash,1,2001,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2001</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12307,scatter,-37.79822,175.289716,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12308,scatter,-37.749907,175.236848,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12309,scatter,-37.78292,175.269135,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12310,scatter,-37.793642,175.316908,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12311,scatter,-37.738638,175.254097,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12312,scatter,-37.812328,175.282496,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12313,scatter,-37.779686,175.276087,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12314,scatter,-37.798401,175.286394,25,1.0,#51127cee,Non-Injury Crash,1,2001,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2001</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12315,scatter,-37.75149,175.280693,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12316,scatter,-37.766769,175.271128,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12317,scatter,-37.782202,175.273212,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12318,scatter,-37.78719,175.279474,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12319,scatter,-37.796989,175.247444,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12320,scatter,-37.780232,175.299016,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12321,scatter,-37.785635,175.279767,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12322,scatter,-37.811784,175.282207,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12323,scatter,-37.79508,175.246409,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12324,scatter,-37.808808,175.307273,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12325,scatter,-37.788175,175.267661,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12326,scatter,-37.768461,175.261882,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12327,scatter,-37.780212,175.237364,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,1,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12328,scatter,-37.752173,175.240435,25,2.0,#b5367aee,Minor Crash,2,2004,0,0,1,,1,0,60,<div><strong>Minor Crash</strong><br><span>Year: 2004</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12329,scatter,-37.790911,175.295747,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,1,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12330,scatter,-37.790679,175.291482,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12331,scatter,-37.786287,175.27864,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12332,scatter,-37.772764,175.262104,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,2,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 2</span></div>
crash_12333,scatter,-37.743332,175.229069,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,80,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 80 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12334,scatter,-37.787412,175.279663,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12335,scatter,-37.78499,175.280939,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12336,scatter,-37.723197,175.217279,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12337,scatter,-37.789307,175.281379,25,2.0,#b5367aee,Minor Crash,2,2003,0,0,1,,0,0,50,<div><strong>Minor Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12338,scatter,-37.785784,175.274855,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12339,scatter,-37.75266,175.240858,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12340,scatter,-37.786073,175.287842,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12341,scatter,-37.78959,175.281649,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12342,scatter,-37.751962,175.240133,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,60,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12343,scatter,-37.792459,175.287982,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12344,scatter,-37.790455,175.292315,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12345,scatter,-37.772831,175.242137,25,2.0,#b5367aee,Minor Crash,2,2002,0,0,1,,0,1,60,<div><strong>Minor Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 60 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 1</span></div>
crash_12346,scatter,-37.783927,175.306829,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12347,scatter,-37.799933,175.304465,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12348,scatter,-37.790884,175.290648,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12349,scatter,-37.791413,175.293605,25,1.0,#51127cee,Non-Injury Crash,1,2003,0,0,0,,1,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2003</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
crash_12350,scatter,-37.779549,175.269203,25,1.0,#51127cee,Non-Injury Crash,1,2002,0,0,0,,0,0,50,<div><strong>Non-Injury Crash</strong><br><span>Year: 2002</span><br><span>Speed limit: 50 km/h</span><br><span>Fatal: 0 | Serious: 0 | Minor: 0</span></div>
