geometry_id,layer_type,road_feature_id,road_surface,road_name,road_length_total_km,road_length_rank,path_width_m,path_color_value,path_color_hex,wkp,tooltip_html
road_7742422,path,7742422,sealed,TE RAPA ROAD,0.1824976044386272,1127,26,#1464a5cc,#1464a5cc,@EAAon~dmIloz|fA`PkYhDuHdCeHrB{Hv@qF`@uBVmCNqCHeDDiEImI,"<div><strong>TE RAPA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,127</span></div>"
road_3313941,path,3313941,sealed,BOYACK DRIVE,0.1823788900950586,1128,26,#1464a5cc,#1464a5cc,@EAAsm}emInqkcgAoAlNKvARdBl@lAzDzGfKnQf@bAbAr@xAd@rBF`DEnh@sD,"<div><strong>BOYACK DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,128</span></div>"
road_8328180,path,8328180,sealed,CITY VIEW TERRACE,0.1823780094391703,1129,26,#1464a5cc,#1464a5cc,@EAAwdyemIdic`gAhs@`AFBhVvF@?fm@xP,"<div><strong>CITY VIEW TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,129</span></div>"
road_3283334,path,3283334,sealed,BRIARWOOD DRIVE,0.1821969321522233,1130,26,#1464a5cc,#1464a5cc,@EAAyeogmIbfm~fAhCt@vBNlBA`Bg@~@a@z@i@f@uBr@oGt@{HA}BEkEoDuQRqG`@kBpA}B~AoBxB}AbHgE,"<div><strong>BRIARWOOD DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,130</span></div>"
road_3283407,path,3283407,sealed,BENSON ROAD,0.1820832374942174,1131,26,#1464a5cc,#1464a5cc,@EAAyo~jmIb{w_gAzAOtDs@pBc@jIqAdAG~BDvO~@|CDbCG|BSbDe@hF{@vBa@xFcDbFqEhC}D|CeIxAqE,"<div><strong>BENSON ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,131</span></div>"
road_3283097,path,3283097,sealed,KATHERINE PLACE,0.1820776568324349,1132,26,#1464a5cc,#1464a5cc,@EAAekuhmIdbicgA}kAqg@{LeCyIe@aJI,"<div><strong>KATHERINE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,132</span></div>"
road_3283154,path,3283154,sealed,CLARENCE STREET,0.1820106329453979,1133,26,#1464a5cc,#1464a5cc,@EAA{zpimIhavagAzDlCfNnFjKhDroA~\,"<div><strong>CLARENCE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,133</span></div>"
road_3283072,path,3283072,sealed,TORRINGTON AVENUE,0.1819216323999258,1134,26,#1464a5cc,#1464a5cc,@EAAm_lhmIrwdagAkLiw@oIik@,"<div><strong>TORRINGTON AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,134</span></div>"
road_3283100,path,3283100,sealed,LANCEWOOD AVENUE,0.1818749543845292,1135,26,#1464a5cc,#1464a5cc,@EAAgwxhmI~e~bgArCeNhKu`@|EgSbBcDzDaFfFoN,"<div><strong>LANCEWOOD AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,135</span></div>"
road_3283069,path,3283069,sealed,RAWHITI STREET,0.1812287866504242,1136,26,#1464a5cc,#1464a5cc,@EAAuljhmI~uhagA|vAliA,"<div><strong>RAWHITI STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,136</span></div>"
road_3283033,path,3283033,sealed,SALMOND PLACE,0.1810506839467552,1137,26,#1464a5cc,#1464a5cc,@EAAikpfmIrsabgA{Bv@mFlA}El@kj@rFs~@zF,"<div><strong>SALMOND PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,137</span></div>"
road_7742423,path,7742423,sealed,,0.1809863530857662,1138,26,#1464a5cc,#1464a5cc,@EAA_b|dmIx_r|fAmGfW_@lQmAfLmBlFcCnCgOrHcChCaD~G,"<div><strong>Road 7742423</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,138</span></div>"
road_3314492,path,3314492,sealed,GRESHAM PLACE,0.1809638269294844,1139,26,#1464a5cc,#1464a5cc,@EAAsr}gmI|xv}fAw]fFiGTuDMeDy@{B_AkBmBkAkBq@{BGiC|@wJ_@uDaBcD{AsAwBaAgKqA,"<div><strong>GRESHAM PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,139</span></div>"
road_3314040,path,3314040,sealed,ROTHESAY PLACE,0.1806566153625592,1140,26,#1464a5cc,#1464a5cc,@EAAywvfmIxvwagA|LyHrF{EnC}ClJcQ|A_B~Bw@zC?nDx@z]jR~BtA,"<div><strong>ROTHESAY PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,140</span></div>"
road_3314419,path,3314419,sealed,WOODRIDGE DRIVE,0.1806379098869042,1141,26,#1464a5cc,#1464a5cc,@EAAou{fmIbn_~fA}]km@_I_Su@cF\mS,"<div><strong>WOODRIDGE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,141</span></div>"
road_6064319,path,6064319,sealed,,0.1803730097192753,1142,26,#1464a5cc,#1464a5cc,@EAAarqhmIvbj~fAlIoGdEyEbDqJ@Ev@{CdAcC?kD_@eBiCyBeC}AcIgDwF_CyD{CeBqBuHoI,"<div><strong>Road 6064319</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,142</span></div>"
road_3314127,path,3314127,sealed,CRESCENT COURT,0.1797888024425135,1143,26,#1464a5cc,#1464a5cc,@EAAg}`imI`irbgAxMdF|}@|]zDfDrC`Fb@bEh@nF,"<div><strong>CRESCENT COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,143</span></div>"
road_3314753,path,3314753,sealed,CRANMORE AVENUE,0.1796433515075418,1144,26,#1464a5cc,#1464a5cc,@EAA_bhimIxc{}fAo@wCiA_CoFuGeAm@oASuCG}DIqIReKx@yI`BoM|BgK|@oVxB,"<div><strong>CRANMORE AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,144</span></div>"
road_7742400,path,7742400,sealed,BUCKLEY WAY,0.1794955557405132,1145,26,#1464a5cc,#1464a5cc,@EAAgezfmIbnk}fAg\jBvEj`@OpCo@jB_B|AsB`AiBXoXvAmEL,"<div><strong>BUCKLEY WAY</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,145</span></div>"
road_3314434,path,3314434,sealed,ANCHOR CLOSE,0.1790862986608648,1146,26,#1464a5cc,#1464a5cc,@EAAeoygmIzmw}fA|a@xAdJz@lBd@|Az@h@tAHhB}CvKy@|AgBfAsDfB{@xA_M`S,"<div><strong>ANCHOR CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,146</span></div>"
road_3314337,path,3314337,sealed,GALBRAITH AVENUE,0.1788290781827965,1147,26,#1464a5cc,#1464a5cc,@EAAsbihmIhmd`gAvXgj@hDwCjFsA`l@sB`D],"<div><strong>GALBRAITH AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,147</span></div>"
road_3283238,path,3283238,sealed,MINOGUE DRIVE,0.1787380586099366,1148,26,#1464a5cc,#1464a5cc,@EAAsfkgmIxnb`gAoAuBgB_C}BsBkAs@kG_DcFyAgEo@yD_@kDKmCAsEBwDX{Eh@eEPkCAoCWuBc@eFcCkHyDoAoC,"<div><strong>MINOGUE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,148</span></div>"
road_8328188,path,8328188,sealed,,0.1786807359702678,1149,26,#1464a5cc,#1464a5cc,@EAAyr{fmI|ld~fAh@nJh@bAdAdAjBj@pCd@pBAnUuArM]nPk@nEi@b[yJ,"<div><strong>Road 8328188</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,149</span></div>"
road_3283125,path,3283125,sealed,GARDENIA CLOSE,0.1783797296376317,1150,26,#1464a5cc,#1464a5cc,@EAAksdimIf{_cgApFn@tEvAlZpRhD`BpCj@rC@bIoA|g@mR,"<div><strong>GARDENIA CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,150</span></div>"
road_7742783,path,7742783,sealed,,0.1778768724182527,1151,26,#1464a5cc,#1464a5cc,@EAAsvyemIlvxcgA`@cE@aBa@wA{NeXm@w@w@[k@Io@AeAJgCx@i@ZWf@CfAZt@fOpWt@rAhBz@fG`BBG,"<div><strong>Road 7742783</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,151</span></div>"
road_3283220,path,3283220,sealed,SANDHURST PLACE,0.1777974424083117,1152,26,#1464a5cc,#1464a5cc,@EAA_|cfmIndu`gApNmAvFq@dEqArCuCvDwGzCsEjB_CdKkKdK_NrFkK,"<div><strong>SANDHURST PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,152</span></div>"
road_6064300,path,6064300,sealed,CORUM PLACE,0.1777378134982216,1153,26,#1464a5cc,#1464a5cc,@EAAgpsgmIvbhbgAnGeA~CWnFo@nIaBZCjEa@zFYpEuAnLoCvCEfFTfAxD|@jDbClJjCrI,"<div><strong>CORUM PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,153</span></div>"
road_3314051,path,3314051,sealed,ARKLE PLACE,0.1776422920185405,1154,26,#1464a5cc,#1464a5cc,@EAAmytfmI~t}`gAqcBk{@,"<div><strong>ARKLE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,154</span></div>"
road_3283444,path,3283444,sealed,GIBBSTON CLOSE,0.1776266759421686,1155,26,#1464a5cc,#1464a5cc,@EAAmtrimIths~fAcLtCwx@tOaBr@sChBgBfBu@dDMnCBdDhA|DvAbE,"<div><strong>GIBBSTON CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,155</span></div>"
road_3283217,path,3283217,sealed,PRINGLE PLACE,0.1774331450925527,1156,26,#1464a5cc,#1464a5cc,@EAA{hifmIxto`gAtP{IvJmFfIoF~GoF`GiHhJwL~BeCzCuBlE{AvDM,"<div><strong>PRINGLE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,156</span></div>"
road_3314215,path,3314215,sealed,COBHAM DRIVE,0.1772038079928627,1157,26,#1464a5cc,#1464a5cc,@EAA_opimIl_zagAnG_WZmNgA{GsEoGeRePmPqI,"<div><strong>COBHAM DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,157</span></div>"
road_3314720,path,3314720,sealed,STRATHCONNAN COURT,0.1770598739636319,1158,26,#1464a5cc,#1464a5cc,@EAAc_shmIbrc~fAvRoZhEsKXiDi@qDiCwAwD[cj@_B,"<div><strong>STRATHCONNAN COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,158</span></div>"
road_3283209,path,3283209,sealed,DEFOE AVENUE,0.1767737084675391,1159,26,#1464a5cc,#1464a5cc,@EAAyrykmIbouagAgDfEq@jAs@zAqJd_@uPxq@,"<div><strong>DEFOE AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,159</span></div>"
road_3314897,path,3314897,sealed,CASTLETON WAY,0.1765089727653118,1160,26,#1464a5cc,#1464a5cc,@EAA}vggmIjfg}fAuTmh@y@mBi@aBMmAOoBG{BJeCf@kCtAuDpAkC`A_Bv@yA^sAXeBIsAS{A,"<div><strong>CASTLETON WAY</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,160</span></div>"
road_100124450,path,100124450,sealed,KAWAKAWA PLACE,0.1763617093940635,1161,26,#1464a5cc,#1464a5cc,@EAAkykkmIvctagAwQdJ{JpDeOlAs\~AkP\aWj@,"<div><strong>KAWAKAWA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,161</span></div>"
road_3314687,path,3314687,sealed,REEVES CLOSE,0.1760641043041478,1162,26,#1464a5cc,#1464a5cc,@EAAku}jmInb_`gA{R_DoEFsE`AuCbBaBfC_IjU]nCZvCdAjCzArA`BdAtBr@|OjC,"<div><strong>REEVES CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,162</span></div>"
road_7742880,path,7742880,sealed,WAIKAKA PLACE,0.1754534456816014,1163,26,#1464a5cc,#1464a5cc,@EAAco_hmIbpu|fAg@`KIdBQlBYjAqA~BsBhCmArAgBnAuBrAsBz@_DbA_Dz@wBl@{BbA{BxAcDbCwAt@sAb@eABeAEcAKy@e@gAiAsDgEkBeC,"<div><strong>WAIKAKA PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,163</span></div>"
road_3283085,path,3283085,sealed,HAIG STREET,0.175138639763427,1164,26,#1464a5cc,#1464a5cc,@EAAaidhmItbgagA{q@vF{B^cBr@sn@ra@,"<div><strong>HAIG STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.18 km</span><br><span>Length rank: 1,164</span></div>"
road_6064544,path,6064544,sealed,MICHAEL TERRENCE PLACE,0.1743542485240609,1165,26,#1464a5cc,#1464a5cc,@EAAaunfmIpvf}fAgA`C_@jCEnE\rb@KpDy@hE}BvFoPxU,"<div><strong>MICHAEL TERRENCE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,165</span></div>"
road_3314432,path,3314432,sealed,HALCIONE CLOSE,0.1742152598647152,1166,26,#1464a5cc,#1464a5cc,@EAA_vpgmI|dh~fAlLoClHcC`G{CpE{DpEwDdDyEjC{ErAiF^mCdD}Tn@aC,"<div><strong>HALCIONE CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,166</span></div>"
road_3283265,path,3283265,sealed,ANN MICHELE STREET,0.1741460088464537,1167,26,#1464a5cc,#1464a5cc,@EAAifpemIdfc~fAie@kMyv@_ToPqE,"<div><strong>ANN MICHELE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,167</span></div>"
road_3283180,path,3283180,sealed,BROWN STREET,0.1740728188818444,1168,26,#1464a5cc,#1464a5cc,@EAA_srjmI|dxagAwuBaZ,"<div><strong>BROWN STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,168</span></div>"
road_3313944,path,3313944,sealed,LATHAM COURT,0.1740238114357905,1169,26,#1464a5cc,#1464a5cc,@EAAg~`hmI~}pbgA?wD}`@gwA,"<div><strong>LATHAM COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,169</span></div>"
road_3283332,path,3283332,sealed,SYCAMORE PLACE,0.1739215276074372,1170,26,#1464a5cc,#1464a5cc,@EAAe{hgmI|lo~fAQtC{@jDuDzGkFjGag@jPoEpBqBnCiK`P,"<div><strong>SYCAMORE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,170</span></div>"
road_3283034,path,3283034,sealed,PHOENIX PLACE,0.1738701826602684,1171,26,#1464a5cc,#1464a5cc,@EAAwm}fmIzwfbgAiIg\m@sE_@wF[_t@,"<div><strong>PHOENIX PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,171</span></div>"
road_3283035,path,3283035,sealed,LEONG AVENUE,0.1735739975653806,1172,26,#1464a5cc,#1464a5cc,@EAAk`wfmI`d}agAmIzVy@vHdEl}@,"<div><strong>LEONG AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,172</span></div>"
road_3314261,path,3314261,sealed,VINE STREET,0.1733750493989826,1173,26,#1464a5cc,#1464a5cc,@EAA_ghkmI`oyagA|z@RvDCnPiAbH_@`FGdHJrGv@hCfA,"<div><strong>VINE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,173</span></div>"
road_6064570,path,6064570,sealed,WAIRERE DRIVE,0.1731291759757141,1174,26,#1464a5cc,#1464a5cc,@EAAgfqjmIzue`gA|@VxAx@tAlA|@zAd@bBHfBOdBk@`BcAxAyAhAkBz@yBf@_CPcCA}BW{@UCA_AW}A{@uAmA}@{Ae@cBIgBNeBj@aBbAyAxAiAjB{@vBg@`CQ`C@~BVdAX,"<div><strong>WAIRERE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,174</span></div>"
road_6064301,path,6064301,sealed,ASTOR AVENUE,0.1730816427254921,1175,26,#1464a5cc,#1464a5cc,@EAAo`tgmIpvgbgAgImH{DoDsAaFa@uCg@aAy@_BeDkDwAmCu@oCiBuG{@gDoGiN_DuJ,"<div><strong>ASTOR AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,175</span></div>"
road_3283200,path,3283200,sealed,INVERNESS AVENUE,0.1729602471169424,1176,26,#1464a5cc,#1464a5cc,@EAAoazjmIvffagAytBeZ,"<div><strong>INVERNESS AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,176</span></div>"
road_3283204,path,3283204,sealed,EARLSWOOD AVENUE,0.1729559459916804,1177,26,#1464a5cc,#1464a5cc,@EAAubdkmI|w}`gA|@`d@Mta@MbF}@rE}C~I,"<div><strong>EARLSWOOD AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,177</span></div>"
road_3283385,path,3283385,sealed,LOVELOCK PLACE,0.1726420562910947,1178,26,#1464a5cc,#1464a5cc,@EAAygsimIbxt_gAemA{iA,"<div><strong>LOVELOCK PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,178</span></div>"
road_3314125,path,3314125,sealed,SUNDOWN CRESCENT,0.1725605106041324,1179,26,#1464a5cc,#1464a5cc,@EAAswaimIbiccgAhAjChBlBnUbPhCxC|BbFN`EW~CcHxYiBnI,"<div><strong>SUNDOWN CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,179</span></div>"
road_3314440,path,3314440,sealed,GAMBIA GROVE,0.1725483938932145,1180,26,#1464a5cc,#1464a5cc,@EAA{ysgmIdgo}fAwC~EiArHIjEz@pFz@tDjC~CzElE`HbD~IzAfEvAnCdDx@lChA~H,"<div><strong>GAMBIA GROVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,180</span></div>"
road_8328227,path,8328227,sealed,KIMBOLTON STREET,0.172238556212057,1181,26,#1464a5cc,#1464a5cc,@EAAkbuhmIbtf}fAfG_RxKe\zBmId@yC\eF]}U,"<div><strong>KIMBOLTON STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,181</span></div>"
road_3283382,path,3283382,sealed,OPAL PLACE,0.172010278745852,1182,26,#1464a5cc,#1464a5cc,@EAAwu|hmIt}s_gAyG{AkIcAmDMmFWmTCuDNoE`@yJ~A{JhDuVfL,"<div><strong>OPAL PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,182</span></div>"
road_3314059,path,3314059,sealed,WHATAWHATA ROAD,0.1717573370031297,1183,26,#1464a5cc,#1464a5cc,@EAAkhggmIt~xagAAHGv@i@xAcAvAyAhAiBx@wBf@_CRqAAmDWuBm@gB}@sAmA}@yASw@Ss@G}APeBh@aBbAwAxAiAhB{@vBg@~BQ`C@|BVtBj@dB~@n@h@l@h@t@rAd@`BHfBGj@,"<div><strong>WHATAWHATA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,183</span></div>"
road_3283195,path,3283195,sealed,O'DONOGHUE STREET,0.1716052290082004,1184,26,#1464a5cc,#1464a5cc,@EAA_ytkmI~kqagAd`@iInC[xBMbCAvBBvCJ~BPlCTxBJjB?bAKhDq@lBc@zC{@x\qH,"<div><strong>O&#x27;DONOGHUE STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,184</span></div>"
road_3283269,path,3283269,sealed,REDOAKS CLOSE,0.1712525051375962,1185,26,#1464a5cc,#1464a5cc,@EAAou~dmIx~n}fAdZlCxQrA`@D~fAtJ,"<div><strong>REDOAKS CLOSE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,185</span></div>"
road_3283045,path,3283045,sealed,RIMMINGTON DRIVE,0.1711571789776761,1186,26,#1464a5cc,#1464a5cc,@EAAcfmhmIbdfbgAqAtB}CvC{O|FoFt@eIhAqNfAiNPgf@U,"<div><strong>RIMMINGTON DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,186</span></div>"
road_6064318,path,6064318,sealed,FEATHERSTONE DRIVE,0.1710136426514227,1187,26,#1464a5cc,#1464a5cc,@EAAck~fmInmc~fAwCh@oHj@[?cD?aGs@}Dw@gDiAiGsDcCmDmBmDgO_Y_CyCwCqE,"<div><strong>FEATHERSTONE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,187</span></div>"
road_3314763,path,3314763,sealed,ASHWICK TERRACE,0.1709980979060427,1188,26,#1464a5cc,#1464a5cc,@EAAuspimIfan}fAs@xCeAdFHjE|@pWq@lDuBpCeEdDmF~AkG^wJ_@kMuB,"<div><strong>ASHWICK TERRACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,188</span></div>"
road_3283245,path,3283245,sealed,CUSSEN STREET,0.1709734861751437,1189,26,#1464a5cc,#1464a5cc,@EAA{|mhmIzra`gAuj@iMiFe@}ENqDj@iDdAwB|AkRzPkDdH,"<div><strong>CUSSEN STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,189</span></div>"
road_3283203,path,3283203,sealed,ST JOHNS AVENUE,0.1706840030115335,1190,26,#1464a5cc,#1464a5cc,@EAAu{~jmI~q_agA}RQ}Gi@cKiCcMoB}~@_@,"<div><strong>ST JOHNS AVENUE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,190</span></div>"
road_3314066,path,3314066,sealed,BELFAST PLACE,0.1705931334565411,1191,26,#1464a5cc,#1464a5cc,@EAActihmIxi{agA_AvEGlEdBfLr@fBrAxAhCrAfCT~BP`DOxw@uL,"<div><strong>BELFAST PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,191</span></div>"
road_3282995,path,3282995,sealed,WADE LANE,0.1704201072663994,1192,26,#1464a5cc,#1464a5cc,@EAAqf|emIlgncgAbr@nmAVbBSjC,"<div><strong>WADE LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,192</span></div>"
road_3283441,path,3283441,sealed,PORTREE PLACE,0.1702772517602524,1193,26,#1464a5cc,#1464a5cc,@EAAeqvhmIjaw~fAiJuBiFA_M`A}G`AmAn@yAjBMfBnAv_@gAtEq@lBc@pAi@tA_AjA,"<div><strong>PORTREE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,193</span></div>"
road_3313993,path,3313993,sealed,SHANNON PLACE,0.1698848092523046,1194,26,#1464a5cc,#1464a5cc,@EAAc~hfmIl{t`gAzCqCbC}ClBuCdBsFl@_Ff@qN`AuCfA_A|Cy@nDg@df@H,"<div><strong>SHANNON PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,194</span></div>"
road_3283098,path,3283098,sealed,CRICKET PLACE,0.1697755966807276,1195,26,#1464a5cc,#1464a5cc,@EAAwl|hmIpwecgAxJUdDYvq@_MnD_AjCuAtUgW,"<div><strong>CRICKET PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,195</span></div>"
road_3314418,path,3314418,sealed,FEATHERSTONE DRIVE,0.1695529701234604,1196,26,#1464a5cc,#1464a5cc,@EAAasyfmIzs`~fA`Ay@~f@iPy_@oq@,"<div><strong>FEATHERSTONE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,196</span></div>"
road_3283424,path,3283424,sealed,SHALIMAR PLACE,0.1691896812718694,1197,26,#1464a5cc,#1464a5cc,@EAAk`nimIxpv~fAaLnC{R|CcMbC_GxBsGpCgCp@gDp@_JZmFJoGMyKQ,"<div><strong>SHALIMAR PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,197</span></div>"
road_3283279,path,3283279,sealed,LICKFOLD LANE,0.1691784614163037,1198,26,#1464a5cc,#1464a5cc,@EAAavvfmIp{o~fAnBPvv@~G`APv@b@z@Z~@T`APdAJdACnBEtBElABv`@lD,"<div><strong>LICKFOLD LANE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,198</span></div>"
road_3314599,path,3314599,sealed,PAULETTE PLACE,0.1684753476145533,1199,25,#1464a5cc,#1464a5cc,@EAAe|xhmI|hc_gAsCbGql@~lA,"<div><strong>PAULETTE PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,199</span></div>"
road_3314277,path,3314277,sealed,PANAIR CRESCENT,0.1684665838601226,1200,25,#1464a5cc,#1464a5cc,@EAAicukmIh~yagAza@eR~AiArAmA|@sBTcBCqAOcBkJyg@,"<div><strong>PANAIR CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,200</span></div>"
road_3314742,path,3314742,sealed,BURGUNDY COURT,0.168384109360156,1201,25,#1464a5cc,#1464a5cc,@EAAei_imIlbd~fApBeHrF_MzA_JEyBk@{BcAyAyCkAcFs@}JoAuLgBsJ{@}BKkCE,"<div><strong>BURGUNDY COURT</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,201</span></div>"
road_3314130,path,3314130,sealed,MANOR PLACE,0.168151538035034,1202,25,#1464a5cc,#1464a5cc,@EAAkscjmIzr|bgA}MyQwCiCsE{AoNkDmp@oY,"<div><strong>MANOR PLACE</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,202</span></div>"
road_7742825,path,7742825,sealed,,0.1680234677308966,1203,25,#1464a5cc,#1464a5cc,@EAAyndhmIb}h~fAsLp`@s@pBe@t@aAhAkAfA{@zAmOxc@MdAGhB,"<div><strong>Road 7742825</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,203</span></div>"
road_3314129,path,3314129,sealed,DOWDING STREET,0.1680211065062106,1204,25,#1464a5cc,#1464a5cc,@EAAmhqimIloqbgA_Je}A,"<div><strong>DOWDING STREET</strong><br><span>Surface: sealed</span><br><span>Length: 0.17 km</span><br><span>Length rank: 1,204</span></div>"
